	Domain	Phylum	Class	Order	Family	Genus
N356	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N358	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N359	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N362	NA	NA	NA	NA	NA	NA
N363	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N365	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N367	Bacteria	NA	NA	NA	NA	NA
N368	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IIIa	NA
N369	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N370	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N371	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N372	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N373	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	T9d	NA
N374	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_I	NA
N375	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	NA
N376	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N377	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N378	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N379	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N380	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N381	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N382	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N383	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
N386	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N387	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N388	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N389	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	NA
N390	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N392	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N393	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N394	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N395	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N396	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N397	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N398	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N399	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N400	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N402	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N403	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N404	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N405	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N406	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N407	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
N408	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
N409	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N410	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N411	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N412	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N413	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N415	Bacteria	NA	NA	NA	NA	NA
N416	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N417	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N418	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N420	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N423	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N424	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N425	Bacteria	NA	NA	NA	NA	NA
N426	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
N427	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N429	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	NA	NA
N430	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N431	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N432	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N433	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N435	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N439	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N441	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N443	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N444	Bacteria	Proteobacteria	AEGEAN-245	NA	NA	NA
N445	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N446	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N447	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N448	Bacteria	NA	NA	NA	NA	NA
N449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N450	Bacteria	Chloroflexi	NA	NA	NA	NA
N451	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N452	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N453	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N454	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N455	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N457	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N458	Bacteria	Chloroflexi	NA	NA	NA	NA
N459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N460	Bacteria	NA	NA	NA	NA	NA
N461	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N462	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Candidatus_Puniceispirillum
N463	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	NA
N465	Bacteria	NA	NA	NA	NA	NA
N466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N468	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
N471	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N472	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N473	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N474	Bacteria	Chloroflexi	NA	NA	NA	NA
N476	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N479	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N480	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N481	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N483	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N488	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N489	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N490	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N491	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N492	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N493	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N494	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
N495	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N496	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N497	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N498	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade4	SAR202_Clade4	NA
N499	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N500	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N502	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N503	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N505	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N506	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N508	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N509	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N510	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N512	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N513	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N514	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N515	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade4	SAR202_Clade4	NA
N516	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N517	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N518	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N520	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N523	Bacteria	Chloroflexi	S085	NA	NA	NA
N525	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N526	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N527	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N528	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N529	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
N530	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N531	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N532	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N533	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N536	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N537	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
N538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N539	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
N540	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N541	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N542	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N543	Bacteria	Chloroflexi	S085	NA	NA	NA
N546	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N547	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N548	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
N549	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	NA
N550	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N553	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N555	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N556	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N557	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N558	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N559	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N560	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N561	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N562	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N563	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N564	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
N565	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N566	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N567	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N569	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N570	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N572	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N573	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N574	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N575	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N576	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N578	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N579	Bacteria	Proteobacteria	ARKICE-90	NA	NA	NA
N580	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N581	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	NA	NA
N582	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N583	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	NA
N584	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA
N585	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	NA	NA
N586	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N587	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N588	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	NA	NA
N590	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N591	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N592	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N595	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N596	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N598	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	NA
N599	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N600	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N601	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	NA
N602	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N604	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N605	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N606	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	NA
N607	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N610	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N611	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_I	NA
N612	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N613	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N614	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N615	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N617	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	NA
N618	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
N619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N620	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N621	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N622	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IIIa	NA
N626	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N627	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N628	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N629	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N630	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N632	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
N633	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N634	Bacteria	NA	NA	NA	NA	NA
N637	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N639	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N640	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N641	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N642	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N643	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N644	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N646	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N647	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N648	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N651	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N652	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N653	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N654	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N657	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N658	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N659	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	NA
N660	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N661	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N663	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N664	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75_clade
N665	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N666	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N667	Bacteria	Proteobacteria	NA	NA	NA	NA
N668	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N670	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	NA
N671	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N672	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N674	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N675	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
N678	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N679	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N680	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N681	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
N683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	NA
N684	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N687	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N688	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N689	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_I	NA
N690	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N691	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N694	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N695	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N696	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N697	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N699	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N700	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N701	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N702	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N703	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N704	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N705	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N707	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N709	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	NA
N710	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_I	NA
N711	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N712	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	NA
N713	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N715	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N717	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N718	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N721	Bacteria	Proteobacteria	SPOTSOCT00m83	NA	NA	NA
N722	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	NA
N723	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N724	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N725	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N726	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	NA
N727	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N728	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N729	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N731	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N733	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N734	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
